id_reserva;id_unidade;id_tipo_quarto;id_cliente;id_canal;data_checkin;data_checkout;qtd_diarias;num_hospedes;avaliacao_hospede;status_reserva;forma_pagamento
613;4;1;213;2.0;2024-04-17;2024-04-20;3;1;10.0;confirmada;Cartão de Crédito
614;5;1;86;;2024-11-25;2024-11-27;2;1;3.0;concluída;Transferência
615;1;3;141;2.0;2023-02-10;2023-02-14;4;3;7.0;confirmada;Dinheiro
616;10;2;245;2.0;2024-02-13;2024-02-14;1;2;6.0;concluída;Cartão de Crédito
617;12;2;300;3.0;2023-08-30;2023-09-03;4;1;10.0;confirmada;Cartão de Débito
618;3;1;157;2.0;2024-01-15;2024-01-17;2;2;3.0;confirmada;Cartão de Crédito
619;5;2;118;3.0;2023-06-10;2023-06-11;1;1;4.0;cancelada;PIX
620;5;2;25;4.0;2024-06-15;2024-06-17;2;2;1.0;confirmada;PIX
621;1;3;252;4.0;2024-02-10;2024-02-13;3;2;8.0;confirmada;PIX
622;1;1;184;2.0;2024-06-28;2024-07-02;4;1;7.0;confirmada;Transferência
623;5;2;195;4.0;2023-10-15;2023-10-17;2;2;2.0;confirmada;Cartão de Crédito
624;6;1;299;1.0;2023-01-25;2023-01-27;2;1;10.0;CONFIRMADA ;Cartão de Débito
625;5;2;56;2.0;2023-10-15;2023-10-17;2;2;1.0;confirmada;PIX
626;10;5;217;2.0;2023-10-22;2023-10-23;1;2;9.0;confirmada;Cartão de Crédito
627;11;2;219;2.0;2023-06-09;2023-06-11;2;2;10.0;confirmada;Dinheiro
628;5;2;83;2.0;2024-06-15;2024-06-17;2;1;2.0;confirmada;Cartão de Crédito
629;8;4;179;2.0;2023-06-16;2023-06-18;2;1;;confirmada;Transferência
630;2;2;92;4.0;2023-04-21;2023-04-22;1;1;;cancelada;Cartão de Crédito
631;2;3;87;1.0;2024-01-01;2024-01-07;6;1;7.0;confirmada;Cartão de Débito
632;4;1;23;2.0;2023-04-23;2023-04-25;2;2;;confirmada;Cartão de Crédito
633;10;4;18;1.0;2024-01-19;2024-01-25;6;1;;no-show;PIX
634;2;1;160;2.0;2023-04-23;2023-04-28;5;2;6.0;confirmada;Dinheiro
635;2;4;45;1.0;2023-06-01;2023-06-07;6;3;;confirmada;Transferência
636;12;3;84;2.0;2023-03-20;2023-03-24;4;2;6.0;confirmada;Dinheiro
637;4;3;5;3.0;2024-08-16;2024-08-21;5;1;9.0;confirmada;Cartão de Crédito
638;10;4;33;2.0;2024-01-23;2024-01-30;7;1;9.0;confirmada;PIX
639;3;1;132;2.0;2023-07-15;2023-07-17;2;2;2.0;confirmada;PIX
640;11;4;153;2.0;2023-11-10;2023-11-16;6;3;6.0;cancelada;Cartão de Crédito
641;4;1;132;1.0;2023-04-28;2023-05-04;6;2;6.0;confirmada;PIX
642;7;2;48;3.0;2023-06-11;2023-06-13;2;1;9.0;confirmada;Cartão de Débito
643;5;3;53;;2023-08-23;2023-08-25;2;1;2.0;concluída;Transferência
644;6;3;71;1.0;2023-02-27;2023-03-05;6;3;7.0;confirmada;Cartão de Débito
645;7;1;48;2.0;2024-02-05;2024-02-07;2;1;9.0;confirmada;Transferência
646;8;2;29;2.0;2024-07-22;2024-07-29;7;1;7.0;confirmada;Transferência
647;7;1;43;;2024-10-08;2024-10-14;6;2;7.0;CONFIRMADA ;Cartão de Crédito
648;1;2;246;2.0;2024-11-07;2024-11-10;3;2;9.0;confirmada;PIX
649;9;5;107;;2024-07-20;2024-07-25;5;4;8.0;cancelada;PIX
650;4;1;128;1.0;2023-08-19;2023-08-21;2;2;9.0;confirmada;PIX
651;3;2;130;2.0;2023-06-29;2023-06-30;1;1;3.0;confirmada;Transferência
652;12;2;13;1.0;2023-05-16;2023-05-20;4;2;10.0;confirmada;Transferência
653;2;3;61;;2023-10-28;2023-11-03;6;3;10.0;confirmada;Dinheiro
654;11;3;98;4.0;2023-02-17;2023-02-19;2;2;10.0;confirmada;Cartão de Débito
655;9;2;94;4.0;2023-09-17;2023-09-19;2;1;7.0;confirmada;Dinheiro
656;12;2;26;1.0;2024-08-29;2024-09-04;6;2;6.0;confirmada;Cartão de Crédito
657;9;5;142;4.0;2024-03-11;2024-03-15;4;1;;concluída;Transferência
658;6;4;11;2.0;2024-04-21;2024-04-25;4;2;6.0;confirmada;Dinheiro
659;3;1;172;4.0;2024-12-18;2024-12-20;2;2;4.0;no-show;Transferência
660;6;2;41;1.0;2024-05-31;2024-06-03;3;1;7.0;confirmada;Dinheiro
661;11;1;75;2.0;2024-09-10;2024-09-14;4;1;7.0;cancelada;Dinheiro
662;7;3;12;4.0;2024-05-18;2024-05-24;6;2;7.0;confirmada;PIX
663;5;2;242;2.0;2024-10-13;2024-10-14;1;1;4.0;concluída;Transferência
664;11;3;59;1.0;2024-05-09;2024-05-10;1;1;8.0;no-show;Dinheiro
665;2;3;235;2.0;2023-08-14;2023-08-15;1;2;;concluída;Cartão de Débito
666;12;4;275;4.0;2023-01-02;2023-01-09;7;2;7.0;confirmada;Dinheiro
667;5;2;150;4.0;2023-02-09;2023-02-11;2;1;4.0;confirmada;Cartão de Débito
668;3;1;287;2.0;2023-11-17;2023-11-20;3;2;;cancelada;Cartão de Crédito
669;8;5;256;3.0;2023-09-09;2023-09-12;3;1;7.0;confirmada;Transferência
670;2;1;189;2.0;2024-01-03;2024-01-09;6;1;9.0;confirmada;Dinheiro
671;7;4;73;4.0;2024-10-27;2024-10-29;2;1;8.0;cancelada;CC
672;1;3;180;1.0;2023-11-24;2023-11-26;2;3;8.0;confirmada;Cartão de Crédito
673;6;1;204;3.0;2023-01-15;2023-01-16;1;2;10.0;confirmada;Cartão de Crédito
674;2;1;24;1.0;2023-06-10;2023-06-15;5;2;8.0;cancelada;Transferência
675;2;5;226;2.0;2023-10-16;2023-10-18;2;-2;10.0;no-show;Cartão de Débito
676;3;2;34;1.0;2024-07-02;2024-07-04;2;2;4.0;confirmada;Transferência
677;1;1;220;;2024-05-08;2024-05-14;6;1;9.0;confirmada;Transferência
678;10;1;215;1.0;2024-09-26;2024-09-28;2;2;;concluída;Cartão de Crédito
679;1;4;4;1.0;2023-08-23;2023-08-25;2;3;6.0;confirmada;Dinheiro
680;10;2;131;2.0;2024-02-21;2024-02-24;3;2;8.0;no-show;Cartão de Débito
681;7;2;203;3.0;2023-01-17;2023-01-19;2;1;10.0;cancelada;PIX
682;10;3;24;1.0;2024-06-05;2024-06-06;1;3;10.0;confirmada;Transferência
683;10;2;180;1.0;2024-11-07;2024-11-12;5;1;;confirmada;Dinheiro
684;8;1;78;;2024-03-01;2024-03-05;4;2;;concluída;Cartão de Débito
685;1;2;178;4.0;2024-02-20;2024-02-25;5;1;10.0;confirmada;PIX
686;6;3;209;2.0;2023-07-05;2023-07-06;1;1;6.0;concluída;Dinheiro
687;9;3;252;2.0;2024-06-13;2024-06-16;3;3;9.0;confirmada;PIX
688;3;1;74;1.0;2024-01-15;2024-01-17;2;1;3.0;confirmada;Cartão de Crédito
689;11;3;181;3.0;2023-07-27;2023-08-01;5;3;6.0;cancelada;Cartão de Crédito
690;4;3;274;2.0;2023-01-29;2023-02-01;3;2;6.0;cancelada;PIX
691;5;2;20;4.0;2024-06-15;2024-06-17;2;2;1.0;confirmada;Cartão de Crédito
692;6;5;229;2.0;2023-04-03;2023-04-06;3;2;8.0;cancelada;Transferência
693;11;2;114;2.0;2023-11-27;2023-11-30;3;2;6.0;confirmada;Transferência
694;5;2;13;1.0;2023-10-15;2023-10-17;2;1;1.0;confirmada;Cartão de Crédito
695;4;3;224;1.0;2023-05-02;2023-05-08;6;3;10.0;confirmada;Cartão de Crédito
696;6;2;85;1.0;2023-03-11;2023-03-12;1;1;6.0;confirmada;Transferência
697;9;3;180;;2023-05-21;2023-05-26;5;1;;confirmada;PIX
698;12;2;298;1.0;2024-09-15;2024-09-19;4;1;;cancelada;Transferência
699;7;4;24;3.0;2024-01-10;2024-01-15;5;4;10.0;confirmada;PIX
700;6;3;169;1.0;2024-11-06;2024-11-07;1;2;6.0;confirmada;PIX
701;4;4;197;2.0;2023-05-11;2023-05-13;2;4;9.0;confirmada;Cartão de Débito
702;1;3;129;2.0;2023-04-28;2023-04-30;2;1;10.0;confirmada;Cartão de Crédito
703;5;2;261;2.0;2023-02-16;2023-02-17;1;2;4.0;confirmada;Cartão de Débito
704;10;5;119;1.0;2023-09-10;2023-09-14;4;2;;confirmada;Transferência
705;5;2;40;3.0;2023-10-15;2023-10-17;2;2;1.0;confirmada;Cartão de Débito
706;9;3;10;2.0;2023-04-05;2023-04-11;6;3;10.0;confirmada;Cartão de Débito
707;7;4;198;1.0;2023-02-13;2023-02-15;2;2;9.0;no-show;CC
708;9;2;1;3.0;2024-07-20;2024-07-23;3;1;;concluída;Cartão de Crédito
709;7;2;225;1.0;2023-01-25;2023-01-29;4;2;8.0;confirmada;Cartão de Crédito
710;4;3;68;;2024-06-23;2024-06-25;2;3;;confirmada;Cartão de Crédito
711;12;3;54;3.0;2024-04-30;2024-05-01;1;2;6.0;cancelada;PIX
712;3;1;206;1.0;2023-07-15;2023-07-17;2;2;3.0;confirmada;Cartão de Débito
713;4;4;116;1.0;2024-04-19;2024-04-26;7;4;6.0;confirmada;Transferência
714;7;4;185;4.0;2024-01-24;2024-01-29;5;2;6.0;confirmada;PIX
715;3;2;234;4.0;2023-07-15;2023-07-17;2;2;2.0;confirmada;Cartão de Crédito
716;4;5;62;1.0;2023-04-24;2023-04-25;1;3;9.0;confirmada;Dinheiro
717;2;3;108;2.0;2024-12-22;2024-12-23;1;1;7.0;confirmada;Transferência
718;1;4;283;2.0;2023-09-01;2023-09-06;5;3;6.0;concluída;PIX
719;10;3;223;2.0;2023-02-25;2023-02-28;3;3;;confirmada;Dinheiro
720;1;4;3;2.0;2023-12-13;2023-12-14;1;1;9.0;confirmada;Dinheiro
721;11;1;222;3.0;2023-08-21;2023-08-23;2;2;;confirmada;Transferência
722;8;4;250;2.0;2023-05-23;2023-05-24;1;3;6.0;confirmada;Cartão de Débito
723;12;4;137;;2024-05-19;2024-05-21;2;4;;confirmada;Dinheiro
724;9;5;150;;2023-05-29;2023-05-31;2;2;;confirmada;Cartão de Crédito
725;8;1;194;1.0;2023-08-12;2023-08-18;6;2;8.0;no-show;Dinheiro
726;4;3;122;2.0;2024-03-31;2024-04-02;2;3;8.0;confirmada;Cartão de Crédito
727;10;4;174;2.0;2024-03-15;2024-03-18;3;3;6.0;cancelada;Dinheiro
728;4;4;120;1.0;2023-09-22;2023-09-29;0;4;;confirmada;Cartão de Crédito
729;7;2;52;2.0;2023-11-21;2023-11-22;1;2;;confirmada;Cartão de Débito
730;9;4;6;1.0;2024-01-25;2024-01-28;3;3;6.0;cancelada;Dinheiro
731;2;5;287;2.0;2023-02-26;2023-03-03;5;1;;confirmada;Cartão de Débito
732;6;3;216;1.0;2024-09-08;2024-09-09;1;1;6.0;concluída;Transferência
733;2;2;274;4.0;2024-08-14;2024-08-20;6;2;;confirmada;Dinheiro
734;7;1;67;2.0;2023-09-08;2023-09-10;2;2;9.0;confirmada;Dinheiro
735;6;2;200;4.0;2023-02-16;2023-02-20;4;2;;confirmada;Cartão de Débito
736;4;1;154;1.0;2023-05-31;2023-06-03;3;1;9.0;confirmada;Transferência
737;3;1;175;1.0;2023-06-07;2023-06-10;3;1;4.0;no-show;Dinheiro
738;4;1;113;3.0;2023-07-08;2023-07-09;1;1;10.0;confirmada;PIX
739;6;3;145;2.0;2023-08-18;2023-08-25;7;1;;cancelada;Dinheiro
740;6;3;152;1.0;2024-08-12;2024-08-14;2;1;8.0;cancelada;Transferência
741;5;1;143;2.0;2023-04-10;2023-04-12;2;1;4.0;cancelada;Transferência
742;2;2;293;3.0;2024-07-17;2024-07-18;1;2;9.0;confirmada;Cartão de Crédito
743;4;3;56;2.0;2024-12-10;2024-12-14;4;2;7.0;confirmada;PIX
744;4;3;248;2.0;2024-04-11;2024-04-14;3;1;9.0;confirmada;PIX
745;7;1;20;3.0;2023-03-18;2023-03-25;7;2;7.0;confirmada;PIX
746;4;1;259;2.0;2024-08-14;2024-08-18;4;1;8.0;confirmada;Cartão de Débito
747;4;3;98;4.0;2023-04-22;2023-04-26;4;1;9.0;confirmada;Cartão de Crédito
748;2;5;53;1.0;2023-07-03;2023-07-04;1;1;10.0;confirmada;Dinheiro
749;5;1;72;1.0;2024-06-15;2024-06-17;2;1;1.0;confirmada;Cartão de Crédito
750;12;2;287;4.0;2024-06-05;2024-06-06;1;2;10.0;confirmada;Cartão de Débito
751;5;2;65;2.0;2024-06-15;2024-06-17;2;2;2.0;confirmada;Dinheiro
752;1;1;175;4.0;2024-02-18;2024-02-22;4;1;10.0;confirmada;Dinheiro
753;7;2;222;4.0;2024-03-05;2024-03-10;5;1;6.0;cancelada;Dinheiro
754;12;2;198;2.0;2023-02-09;2023-02-12;3;2;6.0;confirmada;Cartão de Débito
755;2;2;48;;2024-05-23;2024-05-25;2;2;8.0;confirmada;Cartão de Débito
756;11;5;259;1.0;2024-04-25;2024-04-29;4;1;;cancelada;Dinheiro
757;11;3;72;4.0;2024-05-17;2024-05-23;6;2;10.0;confirmada;Transferência
758;12;1;175;4.0;2024-01-09;2024-01-15;6;2;7.0;confirmada;Dinheiro
759;1;5;284;1.0;2024-06-14;2024-06-16;2;3;7.0;no-show;PIX
760;11;4;140;1.0;2023-04-27;2023-05-01;4;3;6.0;cancelada;PIX
761;4;3;138;2.0;2024-06-21;2024-06-24;3;1;9.0;confirmada;Cartão de Crédito
762;10;2;36;4.0;2024-11-30;2024-12-01;1;2;6.0;confirmada;PIX
763;2;4;146;;2023-05-17;2023-05-18;1;4;6.0;no-show;Cartão de Crédito
764;4;4;283;1.0;2024-01-23;2024-01-24;1;3;9.0;confirmada;PIX
765;11;3;13;1.0;2024-10-18;2024-10-23;5;1;;confirmada;Transferência
766;12;3;257;1.0;2023-03-13;2023-03-14;1;3;8.0;cancelada;Transferência
767;3;1;43;1.0;2023-07-15;2023-07-17;2;2;2.0;confirmada;Dinheiro
768;8;5;296;1.0;2023-10-13;2023-10-17;4;2;10.0;cancelada;pix
769;10;2;191;3.0;2024-10-28;2024-11-01;4;2;;confirmada;Transferência
770;1;2;58;2.0;2024-02-02;2024-02-07;5;2;6.0;cancelada;Dinheiro
771;5;2;185;4.0;2024-06-15;2024-06-17;2;1;1.0;confirmada;Transferência
772;8;2;58;4.0;2024-11-23;2024-11-27;4;2;8.0;cancelada;Cartão de Crédito
773;8;3;264;4.0;2023-05-29;2023-06-01;3;1;6.0;confirmada;Cartão de Crédito
774;3;1;76;1.0;2023-10-30;2023-11-01;2;2;3.0;concluída;Transferência
775;8;2;146;3.0;2024-10-17;2024-10-21;4;2;8.0;confirmada;PIX
776;4;5;183;1.0;2023-11-29;2023-11-30;1;3;9.0;no-show;Cartão de Crédito
777;10;5;67;2.0;2024-04-24;2024-04-25;1;1;10.0;confirmada;Cartão de Débito
778;6;5;282;4.0;2023-09-16;2023-09-17;1;4;;confirmada;Dinheiro
779;1;3;196;1.0;2024-08-22;2024-08-23;1;3;;cancelada;Dinheiro
780;6;3;185;2.0;2024-05-04;2024-05-07;3;1;;cancelada;Pix
781;12;3;181;1.0;2023-05-30;2023-05-31;1;2;6.0;cancelada;Cartão de Débito
782;7;4;189;1.0;2024-04-04;2024-04-10;6;3;7.0;cancelada;Cartão de Débito
783;9;3;294;2.0;2024-06-25;2024-07-01;6;3;9.0;concluída;Cartão de Crédito
784;2;3;198;;2023-01-25;2023-01-29;4;3;8.0;confirmada;Cartão de Crédito
785;7;2;53;2.0;2023-12-17;2023-12-20;3;1;7.0;confirmada;Cartão de Crédito
786;5;1;168;4.0;2024-06-15;2024-06-17;2;1;2.0;confirmada;Cartão de Crédito
787;12;2;218;2.0;2023-07-24;2023-07-26;2;1;8.0;cancelada;Cartão de Débito
788;12;2;4;1.0;2023-10-02;2023-10-04;2;2;6.0;confirmada;PIX
789;10;5;38;4.0;2024-12-14;2024-12-20;6;1;6.0;cancelada;Dinheiro
790;6;2;185;1.0;2023-06-16;2023-06-23;7;2;8.0;confirmada;Transferência
791;7;3;291;3.0;2024-06-26;2024-06-28;2;1;;confirmada;Dinheiro
792;3;2;194;2.0;2024-04-30;2024-05-02;2;1;2.0;confirmada;Dinheiro
793;7;3;99;4.0;2024-11-19;2024-11-26;7;1;8.0;confirmada;PIX
794;12;1;119;1.0;2024-08-31;2024-09-04;4;1;;confirmada;Cartão de Débito
795;12;4;125;4.0;2024-07-03;2024-07-10;7;1;7.0;confirmada;Transferência
796;3;2;125;2.0;2023-10-12;2023-10-14;2;2;3.0;no-show;pix
797;1;2;264;1.0;2024-11-29;2024-12-02;3;1;10.0;cancelada;PIX
798;5;1;135;1.0;2023-10-15;2023-10-17;2;1;3.0;confirmada;Transferência
799;1;5;207;2.0;2023-03-07;2023-03-10;3;3;8.0;confirmada;Cartão de Crédito
800;7;1;171;1.0;2023-10-19;2023-10-22;3;1;10.0;confirmada;PIX
801;6;4;266;2.0;2023-10-21;2023-10-24;3;1;7.0;concluída;Cartão de Débito
802;3;1;116;2.0;2023-07-15;2023-07-17;2;2;3.0;confirmada;Dinheiro
803;3;1;267;2.0;2023-03-28;2023-03-30;2;1;1.0;cancelada;Cartão de Crédito
804;2;3;218;2.0;2023-01-12;2023-01-13;1;2;7.0;confirmada;Dinheiro
805;9;4;110;2.0;2023-11-05;2023-11-08;3;2;7.0;confirmada;Cartão de Débito
806;8;1;173;2.0;2023-08-16;2023-08-22;6;2;8.0;confirmada;Cartão de Débito
807;5;2;54;4.0;2024-07-29;2024-07-31;2;2;4.0;confirmada;Cartão de Crédito
808;8;4;32;1.0;2024-11-07;2024-11-10;3;4;10.0;confirmada;Transferência
809;4;2;134;2.0;2024-09-11;2024-09-13;2;1;7.0;cancelada;Cartão de Débito
810;12;4;61;3.0;2023-10-01;2023-10-05;4;1;10.0;concluída;Cartão de Débito
811;9;2;81;1.0;2024-02-17;2024-02-19;2;2;6.0;confirmada;Transferência
812;2;1;239;1.0;2024-11-20;2024-11-21;1;2;10.0;confirmada;Cartão de Crédito
813;2;5;45;;2024-06-12;2024-06-18;6;1;10.0;confirmada;Transferência
814;6;4;37;1.0;2024-02-20;2024-02-23;3;1;7.0;confirmada;Cartão de Débito
815;10;5;14;3.0;2024-06-13;2024-06-18;5;2;8.0;cancelada;PIX
816;5;2;163;4.0;2024-06-15;2024-06-17;2;1;3.0;confirmada;Cartão de Débito
817;12;5;107;3.0;2024-02-05;2024-02-11;6;4;9.0;confirmada;Dinheiro
818;7;1;28;;2024-01-14;2024-01-20;6;1;9.0;cancelada;Dinheiro
819;3;1;81;2.0;2024-01-15;2024-01-17;2;2;3.0;confirmada;Dinheiro
820;9;5;261;2.0;2024-02-15;2024-02-16;1;4;9.0;confirmada;PIX
821;12;2;199;2.0;2024-06-28;2024-07-04;6;2;6.0;cancelada;Transferência
822;7;3;167;2.0;2024-05-31;2024-06-01;1;2;;confirmada;Transferência
823;11;2;84;1.0;2024-11-09;2024-11-13;4;1;7.0;confirmada;PIX
824;5;1;246;4.0;2024-06-15;2024-06-17;2;2;3.0;Confirmada;Cartão de Crédito
825;4;2;294;3.0;2024-03-23;2024-03-30;7;2;;confirmada;Cartão de Crédito
826;10;1;132;4.0;2023-08-06;2023-08-10;4;1;9.0;cancelada;Dinheiro
827;2;5;150;2.0;2023-07-29;2023-08-03;5;4;10.0;concluída;Cartão de Crédito
828;9;2;127;2.0;2024-04-23;2024-04-28;5;2;6.0;confirmada;Transferência
829;2;3;200;3.0;2024-05-21;2024-05-27;6;1;6.0;cancelada;PIX
830;8;1;145;3.0;2023-04-05;2023-04-06;1;2;6.0;cancelada;Cartão de Débito
831;4;1;161;1.0;2024-08-05;2024-08-09;4;2;10.0;concluída;Transferência
832;3;2;3;4.0;2023-05-05;2023-05-08;3;1;2.0;confirmada;PIX
833;8;5;220;1.0;2023-01-10;2023-01-16;6;2;;confirmada;Dinheiro
834;12;1;85;2.0;2023-12-20;2023-12-27;7;1;;confirmada;PIX
835;10;4;86;4.0;2024-11-05;2024-11-08;3;3;10.0;confirmada;Dinheiro
836;4;5;255;1.0;2024-12-19;2024-12-24;5;1;6.0;confirmada;Cartão de Crédito
837;12;2;193;3.0;2023-01-02;2023-01-09;7;2;;no-show;Transferência
838;5;1;209;4.0;2023-10-15;2023-10-17;2;2;1.0;confirmada;Transferência
839;3;3;52;2.0;2023-02-23;2023-02-25;2;2;1.0;confirmada;Transferência
840;5;1;212;4.0;2024-06-15;2024-06-17;2;2;2.0;confirmada;Cartão de Crédito
841;4;1;7;1.0;2024-11-29;2024-12-02;3;2;9.0;confirmada;PIX
842;7;3;245;;2023-10-01;2023-10-05;4;2;8.0;confirmada;Cartão de Débito
843;3;2;43;2.0;2024-01-26;2024-01-28;2;1;2.0;confirmada;Cartão de Crédito
844;8;1;181;2.0;2023-05-22;2023-05-27;5;2;8.0;cancelada;PIX
845;2;2;46;4.0;2024-09-22;2024-09-27;5;2;8.0;concluída;PIX
846;10;5;90;1.0;2024-10-30;2024-10-31;1;3;8.0;confirmada;PIX
847;3;1;58;4.0;2023-07-15;2023-07-17;2;1;3.0;confirmada;Transferência
848;9;1;121;1.0;2023-04-20;2023-04-25;5;2;7.0;concluída;PIX
849;9;1;175;;2024-08-22;2024-08-29;7;1;10.0;confirmada;CD
850;3;1;292;4.0;2023-07-15;2023-07-17;2;1;2.0;confirmada;Cartão de Débito
851;1;4;281;1.0;2024-10-17;2024-10-20;3;1;6.0;confirmada;Cartão de Crédito
852;12;1;54;1.0;2023-05-06;2023-05-10;4;2;;confirmada;Cartão de Crédito
853;9;3;104;3.0;2024-07-01;2024-07-06;5;2;7.0;concluída;PIX
854;2;1;25;2.0;2024-08-18;2024-08-19;1;1;6.0;confirmada;PIX
855;7;2;11;;2023-03-20;2023-03-21;1;2;;confirmada;PIX
856;4;2;192;;2024-11-05;2024-11-08;3;2;6.0;concluída;Cartão de Débito
857;12;1;236;2.0;2024-03-15;2024-03-21;6;2;9.0;cancelada;Cartão de Crédito
858;2;4;20;2.0;2024-03-02;2024-03-08;6;2;8.0;confirmada;Transferência
859;6;1;87;2.0;2023-10-22;2023-10-27;5;2;;confirmada;Transferência
860;12;1;262;3.0;2024-03-01;2024-03-08;7;1;9.0;concluída;Dinheiro
861;12;3;103;2.0;2023-06-03;2023-06-05;2;2;8.0;confirmada;Cartão de Débito
862;8;3;19;3.0;2023-11-10;2023-11-13;3;2;;cancelada;Cartão de Débito
863;3;1;215;2.0;2023-08-03;2023-08-05;2;1;1.0;confirmada;Cartão de Débito
864;12;4;45;2.0;2023-12-19;2023-12-25;6;2;10.0;confirmada;PIX
865;10;3;142;1.0;2024-10-20;2024-10-27;7;1;8.0;confirmada;PIX
866;3;2;288;2.0;2024-02-09;2024-02-11;2;2;2.0;cancelada;PIX
867;3;1;34;4.0;2024-11-01;2024-11-02;1;2;2.0;concluída;Dinheiro
868;4;4;106;3.0;2024-12-02;2024-12-07;5;2;10.0;confirmada;PIX
869;1;4;267;2.0;2023-09-16;2023-09-21;5;3;9.0;no-show;PIX
870;10;2;251;1.0;2024-03-05;2024-03-09;4;1;7.0;confirmada;Transferência
871;12;5;293;1.0;2024-03-07;2024-03-09;2;2;9.0;cancelada;Cartão de Débito
872;6;4;189;2.0;2024-04-10;2024-04-15;5;3;7.0;concluída;Cartão de Débito
873;5;1;202;2.0;2024-04-19;2024-04-22;3;2;2.0;confirmada;Dinheiro
874;10;3;217;1.0;2024-06-12;2024-06-17;5;3;9.0;confirmada;Cartão de Crédito
875;8;3;111;4.0;2024-08-27;2024-08-31;4;2;8.0;confirmada;Cartão de Débito
876;11;5;149;;2023-07-18;2023-07-21;3;2;10.0;confirmada;Dinheiro
877;9;3;179;2.0;2024-06-04;2024-06-09;5;2;7.0;confirmada;Transferência
878;10;4;168;4.0;2024-12-10;2024-12-12;2;2;6.0;cancelada;Dinheiro
879;3;1;145;4.0;2023-07-15;2023-07-17;2;1;3.0;CONFIRMADA ;PIX
880;11;4;297;2.0;2023-06-18;2023-06-21;3;3;6.0;confirmada;Dinheiro
881;8;3;77;1.0;2023-01-24;2023-01-31;7;3;;confirmada;Cartão de Débito
882;3;1;299;4.0;2024-01-15;2024-01-17;2;1;2.0;confirmada;Cartão de Débito
883;2;2;109;2.0;2023-10-25;2023-10-28;3;1;9.0;confirmada;Dinheiro
884;4;1;16;1.0;2024-12-13;2024-12-19;6;2;6.0;confirmada;Cartão de Débito
885;8;2;236;1.0;2023-04-05;2023-04-10;5;2;8.0;cancelada;Transferência
886;11;1;73;1.0;2024-02-04;2024-02-06;2;1;6.0;confirmada;PIX
887;4;3;172;1.0;2023-07-28;2023-07-31;3;3;9.0;no-show;PIX
888;3;1;168;1.0;2023-07-15;2023-07-17;2;2;2.0;confirmada;PIX
889;11;1;266;2.0;2023-04-16;2023-04-19;3;1;;concluída;Cartão de Débito
890;11;3;280;2.0;2023-09-10;2023-09-16;6;1;10.0;confirmada;Cartão de Débito
891;2;2;127;2.0;2024-06-04;2024-06-11;7;1;6.0;confirmada;Cartão de Crédito
892;1;2;101;4.0;2024-01-03;2024-01-10;7;1;6.0;cancelada;Transferência
893;11;4;251;1.0;2023-08-14;2023-08-21;7;2;8.0;confirmada;Cartão de Débito
894;12;3;180;3.0;2023-09-13;2023-09-18;5;3;10.0;no-show;Transferência
895;8;1;170;2.0;2023-09-04;2023-09-11;7;1;;Concluída ;PIX
896;12;2;94;1.0;2024-08-12;2024-08-13;1;2;9.0;cancelada;Dinheiro
897;2;1;297;1.0;2023-04-17;2023-04-23;6;1;9.0;confirmada;Dinheiro
898;12;2;219;;2024-08-22;2024-08-23;1;1;6.0;cancelada;Cartão de Crédito
899;5;1;199;1.0;2023-03-21;2023-03-24;3;2;3.0;confirmada;PIX
900;10;2;3;4.0;2023-04-08;2023-04-11;3;1;10.0;confirmada;Cartão de Crédito
901;6;4;122;1.0;2024-11-13;2024-11-16;3;1;6.0;confirmada;Transferência
902;8;3;193;2.0;2024-11-05;2024-11-11;6;3;11.0;confirmada;Transferência
903;6;3;207;2.0;2024-05-15;2024-05-18;3;-1;6.0;confirmada;PIX
904;4;5;21;2.0;2024-05-28;2024-06-02;5;3;7.0;confirmada;Dinheiro
905;6;1;145;1.0;2024-11-25;2024-11-29;4;2;6.0;confirmada;PIX
906;11;2;153;2.0;2024-09-19;2024-09-25;6;1;9.0;confirmada;Cartão de Crédito
907;5;1;101;3.0;2024-06-15;2024-06-17;2;2;2.0;confirmada;Cartão de Débito
908;2;1;136;4.0;2023-05-26;2023-05-29;3;1;8.0;Cancelada;PIX
909;7;3;160;3.0;2024-04-29;2024-05-03;4;2;;cancelada;Cartão de Débito
910;12;1;1;3.0;2024-02-16;2024-02-20;4;2;6.0;CONFIRMADA ;Dinheiro
911;2;2;101;3.0;2023-11-11;2023-11-13;2;2;6.0;confirmada;Cartão de Crédito
912;6;2;282;2.0;2024-05-27;2024-05-30;3;2;;cancelada;Dinheiro
913;8;3;184;4.0;2023-04-21;2023-04-25;4;2;10.0;confirmada;Transferência
914;8;2;271;1.0;2023-04-26;2023-04-30;4;1;;confirmada;PIX
915;5;2;216;1.0;2023-10-15;2023-10-17;2;2;3.0;confirmada;Cartão de Crédito
916;5;1;99;3.0;2024-06-15;2024-06-17;2;2;3.0;confirmada;Transferência
917;2;2;288;3.0;2024-03-17;2024-03-19;2;1;9.0;confirmada;Dinheiro
918;12;1;89;3.0;2024-01-20;2024-01-21;1;1;;confirmada;Cartão de Débito
919;3;1;189;2.0;2024-03-14;2024-03-15;1;1;3.0;confirmada;PIX
920;6;2;173;1.0;2024-10-09;2024-10-11;2;1;7.0;confirmada;PIX
